Model,Network Type,GPRS,Year,Month,Height,Breadth,Width,Weight,Sim,Screen,Screen Size,Resolution_X,Resolution_Y,OS,Chipset,Cores,GPU,External Memory,Hard Disk,Main Memory,GPS,USB Type,Battery Size,NFC,Wifi,Radio,Fingerprint,Accelerometer,Gyroscope,Proximity
Samsung Galaxy Tab A,385,1,2015,3,242.5,166.8,7.5,450,1,TFT,9.7,768,1024,Android 5.0,-,4,-,256,16,1.5,6,2,6000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Xcover,385,1,2015,3,132.9,70.1,10,154,1,PLS TFT,4.5,480,800,Android 4.4.4,Marvell Armada,4,Vivante GC7000,256,8,1.5,6,2,2200,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab A,385,1,2015,3,208.4,137.9,7.5,338,1,TFT,8,768,1024,Android 5.0,-,4,-,256,16,2,30,2,4200,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy S,2310,1,2015,3,143.5,70.6,6.9,140,1,Super AMOLED,5.1,1440,2560,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,3,6,2,2550,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Tab,0,0,2015,3,193.4,116.4,9.7,310,0,TFT,7,600,1024,Android 4.4.4,Spreadtrum SC8830,4,Mali 400MP,32,8,1,3,2,3600,0,Wi-Fi 802.11 b/g/n,0,0,1,0,0
Samsung Galaxy S,2310,1,2015,3,142,70.1,7.1,132,1,Super AMOLED,5.1,1440,2560,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,3,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Redmi,385,1,2015,3,134,67.2,9.4,132,2,IPS LCD,4.7,720,1280,Android 5.0,Leadcore L1860C,4,Mali T628,32,8,1,30,2,2200,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia M,385,1,2015,3,145.5,72.6,7.3,136,1,IPS LCD,5,720,1280,Android 5.0.1,Qualcomm MSM8939,8,Adre0 405,256,8,2,6,2,2400,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia Z,385,1,2015,3,254,167,6.1,393,1,IPS LCD,10.1,2560,1600,Android 5.0,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,3,6000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Sony Xperia M,385,1,2015,3,145.5,72.6,7.3,135,2,IPS LCD,5,720,1280,Android 5.0,Qualcomm MSM8939,8,Adre0 405,256,8,2,6,2,2400,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia Z,0,0,2015,3,254,167,6.1,389,0,IPS LCD,10.1,2560,1600,Android 5.0,Qualcomm MSM8994,8,Adre0 430,256,32,3,15,3,6000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Motorola Moto G,385,1,2015,3,141.5,70.7,11,155,1,IPS LCD,5,720,1280,Android 5.0.2,Qualcomm MSM8926,4,Adre0 305,32,8,1,2,2,2390,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Motorola Moto E Dual SIM,385,1,2015,3,129.9,66.8,12.3,145,2,IPS LCD,4.5,540,960,Android 5.0,Qualcomm 200,4,Adre0 302,32,8,1,6,2,2390,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Mi,385,1,2015,4,138.1,69.6,7.8,130,2,IPS LCD,5,1080,1920,Android 5.0.2,Qualcomm MSM8939,8,Adre0 405,0,16,2,30,2,3120,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor 4C,35,1,2015,4,143.3,71.9,8.8,162,2,IPS LCD,5,720,1280,Android 4.4.2,HiSilicon Kirin,8,Mali 450,32,8,2,6,2,2550,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia Z,385,1,2015,5,146,72,6.9,144,1,IPS LCD,5.2,1080,1920,Android 5.0.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,2,2930,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia C,385,1,2015,5,150.3,77.4,7.9,147,1,IPS LCD,5.5,1080,1920,Android 5.0,Mediatek MT6752,8,Mali T760,256,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia C,385,1,2015,5,150.3,77.4,7.9,147,2,IPS LCD,5.5,1080,1920,Android 5.0,Mediatek MT6752,8,Mali T760,256,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia Z,385,1,2015,5,146,72,6.9,144,2,IPS LCD,5.2,1080,1920,Android 5.0,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,2,2930,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor Bee,35,1,2015,5,134.3,66.7,10,-,2,TFT,4.5,480,854,Android 4.4.2,Spreadtrum SC7731,4,Mali 400,32,8,1,2,2,1730,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2015,6,142.1,71.8,7.9,146,3,Super AMOLED,5,720,1280,Android 5.1,Qualcomm MSM8916,4,Adre0 306,256,8,1.5,30,2,2600,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2015,6,152.2,78.7,7.5,171,3,Super AMOLED,5.5,720,1280,Android 5.1,Qualcomm MSM8939,8,Adre0 405,256,16,1.5,6,2,3000,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab E,35,1,2015,6,241.9,149.5,8.5,490,1,TFT,9.6,800,1280,Android 4.4,-,4,-,256,8,1.5,30,2,5000,0,Wi-Fi 802.11 b/g/n,0,0,1,0,0
Samsung Galaxy S,385,1,2015,6,146.8,73.4,8.6,170,1,Super AMOLED,5.1,1440,2560,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,3,6,2,3500,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy S,385,1,2015,6,124.6,61.3,8.9,107,1,Super AMOLED,4.3,540,960,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,8,1.5,30,2,1900,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy S,385,1,2015,6,143.4,70.5,6.8,138,2,Super AMOLED,5.1,1440,2560,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,3,30,2,2550,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia Z,1155,1,2015,6,144.4,72.3,8.7,162,1,IPS LCD,5.2,1440,2560,Android 5.0,Qualcomm MSM8994,8,Adre0 430,256,32,3,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Honor 7,385,1,2015,6,143.2,71.9,8.5,157,3,TFT,5.2,1080,1920,Android 5.0,HiSilicon Kirin,8,Mali T628,256,16,3,30,2,3100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy A,385,1,2015,7,158,76.8,5.9,151,1,Super AMOLED,5.7,1080,1920,Android 5.1.1,Qualcomm MSM8939,8,Adre0 405,256,32,2,30,2,3050,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy Tab S,385,1,2015,7,237.3,169,5.6,389,1,Super AMOLED,9.7,1536,2048,Android 5.0.2,Exy0s 5433,8,Mali T760,256,32,3,6,2,5870,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Samsung Galaxy Tab S,385,1,2015,7,198.6,134.8,5.6,265,1,Super AMOLED,8,1536,2048,Android 5.0.2,Exy0s 5433,8,Mali T760,256,32,3,6,2,4000,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy V Plus,35,1,2015,7,121.4,62.9,10.7,123,2,TFT,4,480,800,Android 4.4.2,-,2,-,64,4,0.5,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Folder,385,1,2015,7,122,60.2,15.3,155,1,TFT,3.8,480,800,Android 5.1,-,4,-,256,8,1.5,6,2,1800,0,Wi-Fi 802.11 b/g/n,0,0,1,0,1
Samsung Xcover,35,1,2015,7,129,56.2,14,124,1,TFT,2.4,240,320,-,Spreadtrum SC7703,2,-,16,0.25,0.125,-,2,1300,0,No,1,-,-,-,-
Samsung Galaxy Tab A,385,1,2015,7,242.5,166.8,7.5,490,1,TFT,9.7,768,1024,Android 5.0,-,4,-,256,16,2,30,2,6000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Motorola Moto G,770,1,2015,7,142.1,72.4,11.6,155,1,IPS LCD,5,720,1280,Android 5.1.1,Qualcomm MSM8916,4,Adre0 306,32,8,1,30,2,2470,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto X Play,385,1,2015,7,148,75,10.9,169,1,IPS LCD,5.5,1080,1920,Android 5.1.1,Qualcomm MSM8939,8,Adre0 405,256,16,2,2,2,3630,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Motorola Moto X Style,770,1,2015,7,153.9,76.2,11.1,179,1,IPS LCD,5.7,1440,2560,Android 5.1.1,Qualcomm MSM8992,6,Adre0 418,256,16,3,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola Moto G Dual SIM,385,1,2015,7,142.1,72.4,11.6,155,2,IPS LCD,5,720,1280,Android 5.1.1,Qualcomm MSM8916,4,Adre0 306,32,8,1,30,2,2470,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto X Play Dual SIM,385,1,2015,7,148,75,10.9,169,2,IPS LCD,5.5,1080,1920,Android 5.1.1,Qualcomm MSM8939,8,Adre0 405,256,16,2,2,2,3630,1,Wi-Fi 802.11 a/b/g/n,1,0,0,0,0
Samsung Galaxy Note,385,1,2015,8,153.2,76.1,7.6,171,1,Super AMOLED,5.7,1440,2560,Android 5.1.1,Exy0s 7420,8,Mali T760,0,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2015,8,154.4,75.8,6.9,153,1,Super AMOLED,5.7,1440,2560,Android 5.1.1,Exy0s 7420,8,Mali T760,0,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2015,8,142,72.5,8.1,145,1,Super AMOLED,5.1,1080,1920,Android 5.1.1,Exy0s 7580,8,Mali T720,256,16,2,6,2,2800,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy Note,385,1,2015,8,153.2,76.1,7.6,171,2,Super AMOLED,5.7,1440,2560,Android 5.1.1,Exy0s 7420,8,Mali T760,0,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy A,385,1,2015,8,158,76.8,5.9,151,2,Super AMOLED,5.7,1080,1920,Android 5.1,Qualcomm MSM8939,8,Adre0 405,256,32,2,30,2,3050,0,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Gear S,0,0,2015,8,49.8,42.3,11.4,47,0,Super AMOLED,1.2,360,360,Tizen 2.3.2,Exy0s 3250,2,Mali 400,0,4,0.5,0,0,250,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Samsung Gear S,0,0,2015,8,43.6,39.9,11.4,42,0,Super AMOLED,1.2,360,360,Tizen 2.3.2,Exy0s 3250,2,Mali 400,0,4,0.5,0,0,250,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Samsung Galaxy Note,770,1,2015,8,153.2,76.1,7.6,171,1,Super AMOLED,5.7,1440,2560,Android 5.1.1,Exy0s 7420,8,Mali T760,0,32,4,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2015,8,154.4,75.8,6.9,153,2,Super AMOLED,5.7,1440,2560,Android 5.1.1,Exy0s 7420,8,Mali T760,0,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,770,1,2015,8,154.4,75.8,6.9,153,1,Super AMOLED,5.7,1440,2560,Android 5.1.1,Exy0s 7420,8,Mali T760,0,32,4,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Gear S,35,1,2015,8,51.8,44,13.4,51,1,Super AMOLED,1.2,360,360,Tizen 2.3.2,Qualcomm MSM8x26,2,-,0,4,0.5,2,0,300,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Xiaomi Redmi Note,385,1,2015,8,152,76,8.3,160,2,IPS LCD,5.5,1080,1920,Android 5.0,Mediatek MT6795,8,PowerVR G6200,128,16,2,30,2,3060,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Xiaomi Redmi,385,1,2015,8,134,67,9,133,2,IPS LCD,4.7,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,32,16,2,30,2,2200,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Sony Xperia C,385,1,2015,8,164.2,79.6,8.2,187,1,IPS LCD,6,1080,1920,Android 5.0,Mediatek MT6752,8,Mali T760,256,16,2,6,2,2930,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia M,385,1,2015,8,145,72,7.6,142.6,2,IPS LCD,5,1080,1920,Android 5.0,Mediatek MT6795,8,PowerVR G6200,256,16,3,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia C,385,1,2015,8,164.2,79.6,8.2,187,2,IPS LCD,6,1080,1920,Android 5.0,Mediatek MT6752,8,Mali T760,256,16,2,6,2,2930,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia M,385,1,2015,8,145,72,7.6,142.5,1,IPS LCD,5,1080,1920,Android 5.0.1,Mediatek MT6795,8,PowerVR G6200,256,16,3,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Honor 7i,385,1,2015,8,141.6,71.2,7.8,160,2,IPS LCD,5.2,1080,1920,Android 5.1.1,Qualcomm MSM8939v2,8,Adre0 405,256,32,3,30,2,3100,1,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2015,9,136.5,69,8.4,129,3,Super AMOLED,4.7,540,960,Android 5.1.1,Exy0s 3475,4,Mali T720,256,8,1,6,2,2000,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2015,9,130.1,67.6,9.5,131,3,Super AMOLED,4.3,480,800,Android 4.4.4,Spreadtrum SC9830,4,Mali 400,256,4,0.5,6,2,1900,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Apple iPhone,2310,1,2015,9,158.2,77.9,7.3,192,1,IPS LCD,5.5,1080,1920,iOS 9,Apple A9,2,PowerVR GT7600,0,16,2,462,2,2750,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple iPhone,2310,1,2015,9,138.3,67.1,7.1,143,1,IPS LCD,4.7,750,1334,iOS 9,Apple A9,2,PowerVR GT7600,0,16,2,462,2,1715,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple iPad Pro,2310,1,2015,9,305.7,220.6,6.9,713,1,IPS LCD,12.9,2048,2732,iOS 9,Apple A9X,2,PowerVR Series,0,32,4,6,3,10307,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Apple iPad mini,2310,1,2015,9,203.2,134.8,6.1,299,1,IPS LCD,7.9,1536,2048,iOS 9,Apple A8,2,PowerVR GX6450,0,16,2,6,2,5124,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Xiaomi Mi,385,1,2015,9,138.1,69.6,7.8,132,2,IPS LCD,5,1080,1920,Android 5.1.1,Qualcomm MSM8992,6,Adre0 418,0,16,2,30,1,3080,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Sony Xperia Z,385,1,2015,9,146,72,7.3,154,1,IPS LCD,5.2,1080,1920,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,2,2900,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia Z,385,1,2015,9,154.4,75.8,7.8,180,1,IPS LCD,5.5,2160,3840,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,2,3430,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia Z,385,1,2015,9,127,65,8.9,138,1,IPS LCD,4.6,720,1280,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,2,30,2,2700,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia Z,385,1,2015,9,154.4,75.8,7.8,180,2,IPS LCD,5.5,2160,3840,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,2,3430,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia Z,385,1,2015,9,146,72,7.3,154,2,IPS LCD,5.2,1080,1920,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,30,2,2900,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto,0,0,2015,9,42,42,11.4,-,0,IPS LCD,1.37,360,325,"Android Wear,",Qualcomm MSM8926,4,Adre0 305,0,4,0.5,0,0,300,0,Wi-Fi 802.11 b/g,0,0,1,1,0
Motorola Moto,0,0,2015,9,45,45,11.5,54,0,IPS LCD,1.37,360,325,"Android Wear,",Qualcomm MSM8926,4,Adre0 305,0,4,0.5,1,0,300,0,Wi-Fi 802.11 b/g,0,0,1,1,0
Motorola Moto,0,0,2015,9,46,46,11.4,-,0,IPS LCD,1.56,360,330,"Android Wear,",Qualcomm MSM8926,4,Adre0 305,0,4,0.5,0,0,400,0,Wi-Fi 802.11 b/g,0,0,1,1,0
Samsung Galaxy On,385,1,2015,10,151.8,77.5,8.2,172,2,TFT,5.5,720,1280,Android 5.1,Qualcomm MSM8916,4,Adre0 306,256,8,1.5,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy On,385,1,2015,10,142.3,72.1,8.5,149,2,TFT,5,720,1280,Android 5.1,Exy0s 3475,4,Mali T720,256,8,1.5,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy View,77,1,2015,10,451.8,275.8,11.9,2650,1,TFT,18.4,1080,1920,Android 5.1.1,Exy0s 7580,8,Mali T720,256,32,2,6,2,5700,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Z,35,1,2015,10,141.6,70,7.9,137,2,Super AMOLED,5,720,1280,Tizen 2.3,Spreadtrum SC7730,4,Mali 400,128,8,1,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi,385,1,2015,10,134,67,9,133,2,IPS LCD,4.7,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,32,16,2,30,2,2200,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Honor 5X,385,1,2015,10,151.3,76.3,8.2,158,2,IPS LCD,5.5,1080,1920,Android 5.1.1,Qualcomm MSM8939v2,8,Adre0 405,256,16,2,6,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Motorola Droid Turbo,2310,1,2015,10,149.9,78,9.2,170.1,1,TFT,5.4,1440,2560,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,2,2,3760,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola Droid Maxx,2310,1,2015,10,148,75,10.9,169,1,IPS LCD,5.5,1080,1920,Android 5.1.1,Qualcomm MSM8939,8,Adre0 405,256,16,2,2,2,3630,1,Wi-Fi 802.11 a/b/g/n,1,0,0,0,0
Samsung Galaxy J,385,1,2015,11,142.3,71,7.9,138,3,Super AMOLED,5,720,1280,Android 5.1.1,Spreadtrum SC9830,4,Mali 400,256,8,1.5,6,2,2600,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi Note,385,1,2015,11,150,76,8.7,164,2,IPS LCD,5.5,1080,1920,Android 5.0.2,Mediatek MT6795,8,PowerVR G6200,0,16,2,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi Pad,0,0,2015,11,200.4,132.6,7,322,0,IPS LCD,7.9,1536,2048,Android OS/,Intel Atom,4,Intel HD,0,16,2,0,1,6190,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Motorola Moto G Turbo,385,1,2015,11,142.1,72.4,11.6,155,2,IPS LCD,5,720,1280,Android 5.1.1,Qualcomm MSM8939,8,Adre0 405,32,16,2,6,2,2470,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto X Force,385,1,2015,11,149.8,78,9.2,169,3,TFT,5.4,1440,2560,Android 5.1.1,Qualcomm MSM8994,8,Adre0 430,256,32,3,6,2,3760,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy A,5005,1,2015,12,144.8,71,7.3,155,3,Super AMOLED,5.2,1080,1920,Android 5.1.1,Exy0s 7580,8,Mali T720,256,16,2,6,2,2900,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy A,385,1,2015,12,134.5,65.2,7.3,132,3,Super AMOLED,4.7,720,1280,Android 5.1.1,Exy0s 7578,4,Mali T720,256,16,1.5,6,2,2300,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy A,385,1,2015,12,151.5,74.1,7.3,172,3,Super AMOLED,5.5,1080,1920,Android 5.1.1,Exy0s 7580,8,Mali T720,256,16,3,6,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy A,385,1,2015,12,161.7,80.9,7.4,200,3,Super AMOLED,6,1080,1920,Android 5.1.1,Qualcomm MSM8976,8,Adre0 510,256,32,3,30,2,4000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Xiaomi Redmi Note Prime,385,1,2015,12,154,78.7,9.4,185,2,IPS LCD,5.5,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,32,16,2,30,2,3100,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy J,385,1,2016,1,132.6,69.3,8.9,131,3,Super AMOLED,4.5,480,800,Android 5.1.1,Spreadtrum SC9830,4,Mali 400,256,8,1,6,2,2050,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab E,462,1,2016,1,212.1,126.1,8.9,360,1,TFT,8,800,1280,Android 5.1.1,Qualcomm MSM8916,4,Adre0 306,256,16,1.5,6,2,5000,0,Wi-Fi 802.11 a/b/g/n,-,0,1,0,0
Xiaomi Redmi Note,385,1,2016,1,150,76,8.7,164,2,IPS LCD,5.5,1080,1920,Android 5.1.1,Qualcomm MSM8956,6,Adre0 510,256,16,2,30,2,4050,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi,2310,1,2016,1,139.3,69.6,8.5,144,2,IPS LCD,5,720,1280,Android 5.1,Qualcomm MSM8939v2,8,Adre0 405,256,16,2,30,2,4100,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Honor Holly 2 Plus,385,1,2016,1,143.1,71.8,9.7,160,2,IPS LCD,5,720,1280,Android 5.1.1,Mediatek MT6735P,4,Mali T720,256,16,2,6,2,4000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S,385,1,2016,2,150.9,72.6,7.7,157,3,Super AMOLED,5.5,1440,2560,Android 6.0,Qualcomm MSM8996,8,Adre0 530,512,32,4,30,2,3600,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2016,2,142.4,69.6,7.9,152,3,Super AMOLED,5.1,1440,2560,Android 6.0,Exy0s 8890,8,Mali T880,256,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,2310,1,2016,2,150.9,72.6,7.7,157,1,Super AMOLED,5.5,1440,2560,Android 6.0,Qualcomm MSM8996,4,Adre0 530,512,32,4,6,2,3600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy S,2310,1,2016,2,142.4,69.6,7.9,152,1,Super AMOLED,5.1,1440,2560,Android 6.0,Qualcomm MSM8996,4,Adre0 530,512,32,4,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,35,1,2016,2,126.6,63.1,10.8,123,2,TFT,4,480,800,Android 5.1,Spreadtrum SC9830,4,Mali 400,256,8,1,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Gear S,35,0,2016,2,44,46.9,13.4,54,1,Super AMOLED,1.2,360,360,Tizen 2.3.2,Exy0s 3250,2,Mali 400,0,4,0.5,0,0,300,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Xiaomi Mi,1155,1,2016,2,144.6,69.2,7.3,129,2,IPS LCD,5.15,1080,1920,Android 6.0,Qualcomm MSM8996,4,Adre0 530,0,128,4,30,1,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi,770,1,2016,2,139.3,70.8,7.8,133,2,IPS LCD,5,1080,1920,Android 5.1,Qualcomm MSM8992,6,Adre0 418,256,64,3,30,1,3260,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia X Performance,385,1,2016,2,143.7,70.4,8.7,164.4,3,IPS LCD,5,1080,1920,Android 6.0.1,Qualcomm MSM8996,4,Adre0 530,512,32,3,30,2,2700,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XA,385,1,2016,2,143.6,66.8,7.9,137.4,1,IPS LCD,5,720,1280,Android 6.0.1,Mediatek MT6755,8,Mali T860,256,16,2,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia X,385,1,2016,2,143,69,7.7,153,3,IPS LCD,5,1080,1920,Android 6.0.1,Qualcomm MSM8956,6,Adre0 510,256,32,3,6,2,2620,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia XA Dual,385,1,2016,2,143.6,66.8,7.9,137.4,2,IPS LCD,5,720,1280,Android 6.0.1,Mediatek MT6755,8,Mali T860,256,16,2,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2016,3,151.7,76,7.8,170,3,Super AMOLED,5.5,720,1280,Android 6.0.1,Qualcomm MSM8952,8,Adre0 405,256,16,2,30,2,3300,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2016,3,145.8,72.3,8.1,159,3,Super AMOLED,5.2,720,1280,Android 6.0.1,Qualcomm MSM8916,4,Adre0 306,256,16,2,6,2,3100,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab A,385,1,2016,3,186.9,108.8,8.7,283,1,IPS LCD,7,800,1280,Android 5.1.1,Qualcomm MSM8916,4,Adre0 306,256,8,1.5,6,2,4000,0,Wi-Fi 802.11 b/g/n,0,0,1,0,0
Samsung Galaxy A,385,1,2016,3,161.7,80.9,7.9,210,3,Super AMOLED,6,1080,1920,Android 6.0.1,Qualcomm MSM8976,8,Adre0 510,256,32,4,30,2,5000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Apple iPad Pro,2310,1,2016,3,240,169.5,6.1,437,1,IPS LCD,9.7,1536,2048,iOS 9.3.2,Apple A9X,2,PowerVR Series,0,32,2,6,2,7306,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
